Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,94.8,MORT-0123,MORT-0123,MORT-0122,N,8532.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 11,90.0,109.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,94.8,MORT-0123,MORT-0123,MORT-0122,N,8532.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 11,90.0,109.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,94.8,MORT-0123,MORT-0123,MORT-0122,N,8532.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 11,90.0,109.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,96.8,MORT-0123,MORT-0123,MORT-0122,N,7260.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 12,75.0,89.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,96.8,MORT-0123,MORT-0123,MORT-0122,N,7260.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 12,75.0,89.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,96.8,MORT-0123,MORT-0123,MORT-0122,N,7260.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 12,75.0,89.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,96.8,MORT-0123,MORT-0123,MORT-0122,N,7260.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 12,75.0,89.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,99.2,MORT-0123,MORT-0123,MORT-0122,N,5952.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 13,60.0,74.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,99.2,MORT-0123,MORT-0123,MORT-0122,N,5952.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 13,60.0,74.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,99.2,MORT-0123,MORT-0123,MORT-0122,N,5952.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 13,60.0,74.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,99.2,MORT-0123,MORT-0123,MORT-0122,N,5952.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 13,60.0,74.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,102.2,MORT-0123,MORT-0123,MORT-0122,N,4599.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 14,45.0,59.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,102.2,MORT-0123,MORT-0123,MORT-0122,N,4599.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 14,45.0,59.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,102.2,MORT-0123,MORT-0123,MORT-0122,N,4599.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 14,45.0,59.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,102.2,MORT-0123,MORT-0123,MORT-0122,N,4599.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 14,45.0,59.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,107.0,MORT-0123,MORT-0123,MORT-0122,N,3210.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 15,30.0,44.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,107.0,MORT-0123,MORT-0123,MORT-0122,N,3210.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 15,30.0,44.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,107.0,MORT-0123,MORT-0123,MORT-0122,N,3210.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 15,30.0,44.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,107.0,MORT-0123,MORT-0123,MORT-0122,N,3210.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 15,30.0,44.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,115.2,MORT-0123,MORT-0123,MORT-0122,N,1728.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 16,15.0,29.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,115.2,MORT-0123,MORT-0123,MORT-0122,N,1728.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 16,15.0,29.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,115.2,MORT-0123,MORT-0123,MORT-0122,N,1728.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 16,15.0,29.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 16 (15-29 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,115.2,MORT-0123,MORT-0123,MORT-0122,N,1728.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 16,15.0,29.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,120.4,MORT-0123,MORT-0123,MORT-0122,N,1204.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 17,10.0,14.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,120.4,MORT-0123,MORT-0123,MORT-0122,N,1204.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 17,10.0,14.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,120.4,MORT-0123,MORT-0123,MORT-0122,N,1204.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 17,10.0,14.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 17 (10-14 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,120.4,MORT-0123,MORT-0123,MORT-0122,N,1204.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 17,10.0,14.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,73.8,MORT-0123,MORT-0123,MORT-0122,N,66420.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 2,900.0,1199.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,73.8,MORT-0123,MORT-0123,MORT-0122,N,66420.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 2,900.0,1199.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,73.8,MORT-0123,MORT-0123,MORT-0122,N,66420.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 2,900.0,1199.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,73.8,MORT-0123,MORT-0123,MORT-0122,N,66420.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 2,900.0,1199.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,76.2,MORT-0123,MORT-0123,MORT-0122,N,51435.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 3,675.0,899.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,76.2,MORT-0123,MORT-0123,MORT-0122,N,51435.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 3,675.0,899.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,76.2,MORT-0123,MORT-0123,MORT-0122,N,51435.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 3,675.0,899.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,76.2,MORT-0123,MORT-0123,MORT-0122,N,51435.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 3,675.0,899.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 1 implementation,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,7950.0,MORT-0121,,,78.4,MORT-0123,MORT-0123,MORT-0122,N,41160.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 1 implementation,Tier 4,525.0,674.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 2 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,13200.0,MORT-0121,,,78.4,MORT-0123,MORT-0123,MORT-0122,N,41160.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 2 implementations,Tier 4,525.0,674.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 3 implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,18425.0,MORT-0121,,,78.4,MORT-0123,MORT-0123,MORT-0122,N,41160.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with 3 implementations,Tier 4,525.0,674.0,Primary Product
Origination - Mortgage,MeridianLink Mortgage,Primary Service,MeridianLink,MeridianLink Mortgage LOS First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with no implementations,Closed Loans / Mon,MeridianLink Mortgage LOS Module First Lien Liens,N,0.0,MORT-0121,,,78.4,MORT-0123,MORT-0123,MORT-0122,N,41160.0,"** If you create a monthly minimum between levels, you must use the per closed loan fee of the lower level.
**MeridianLink Mortgage Platform Fee item must be included with ALL new mortgage LOS sales.",,,,1,Dependent,Must be sold with MeridianLink Mortgage LOS Subordinate Lien Loans,,,,,,,,Primary Service,,MeridianLink Mortgage LOS First Lien Loans with no implementation,Tier 4,525.0,674.0,Primary Product
